mAsa	mAsa	iic.		
RodaSa	RodaSan	iic.		
yogena	yoga	m. sg. i.		
hema	heman	iic.		
Basma	Basman	n. sg. acc.		
pala	pala	iic.		
xvayam	xvaya	n. sg. acc.		
mAsa	mAsa	iic.		
RodaSa	RodaSan	iic.		
yogena	yoga	m. sg. i.		
RodaSa	RodaSan	iic.		
mAsena	mAsa	m. sg. i.		
mAsa	mAsa	iic.		
RodaSa	RodaSan	iic.		
yogena	yoga	m. sg. i.		
aRtama	aRtama	iic.		
aMSam	aMSa	m. sg. acc.		
cawurWa	cawurWa	iic.		
aMSam	aMSa	m. sg. acc.		
xvi	xvi	iic.		
aMSam	aMSa	m. sg. acc.		
sama	sama	iic.		
aMSakam	aMSaka	m. sg. acc.		
vakwra	vakwra	iic.		
sWA	sWa	f. sg. nom.		
mqwyu	mqwyu	iic.		
hA	han	m. sg. nom.		
viRa	viRa	iic.		
vigraha	vigraha	iic.		
nASinI	nASin	f. sg. nom.		
karRa	karRa	iic.		
mAwram	mAwra	m. sg. acc.		
vakwra	vakwra	iic.		
sWA	sWa	f. sg. nom.		
sixXi	sixXi	iic.		
xA	xa	f. sg. nom.		
jarA	jarA	iic.		
mqwyu	mqwyu	iic.		
viRa	viRa	iic.		
apahA	apaha	f. sg. nom.		
vyoma	vyoman	iic.		
sawva	sawwva	iic.		
ayaH	ayas	iic.		
cUrNa	cUrNa	iic.		
nAgAn	nAga	m. pl. acc.		
vajra	vajra	iic.		
bIja	bIja	iic.		
aBra	aBra	iic.		
bIjakam	bIjaka	n. sg. nom.		
yogi	yogin	iic.		
inxrEH	inxra	m. pl. i.		
mahA	mahaw	iic.		
wejAH	wejas	m. sg. nom.		
mahA	mahaw	iic.		
balaH	bala	m. sg. nom.		
koti	koti	iic.		
sUrya	sUrya	iic.		
prawIkASaH	prawIkASa	m. sg. nom.		
mahA	mahaw	iic.		
mAruwa	mAruwa	iic.		
sawwvavAn	sawwvavaw	m. sg. nom.		
mAruwa	mAruwa	iic.		
AwmakaH	Awmaka	m. sg. nom.		
pqWivI	pqWivI	iic.		
rUpaH	rUpa	m. sg. nom.		
SUnya	SUnya	iic.		
AwmakaH	Awmaka	m. sg. nom.		
cira	cira	iic.		
kAlena	kAla	m. sg. i.		
sixXi	sixXi	iic.		
xAni	xa	n. pl. nom.		
gaxgaxa	gaxgaxa	iic.		
mUkAnAm	mUka	m. pl. g.		
roga	roga	iic.		
Arwa	Arwa	iic.		
RaNdAnAm	RaNda	m. pl. g.		
BrAnwa	BrAnwa	iic.	Bram	pp.
cewasAm	cewas	m. pl. g.		
xivya	xivya	iic.		
xqRtiH	xqRti	m. sg. nom.		
vajra	vajra	iic.		
xehaH	xeha	m. sg. nom.		
xivya	xivya	iic.		
xIpwa	xIpwa	iic.	xIp	pp.
mahA	mahaw	iic.		
nAxi	nAxin	iic.		
SafKa	SafKa	iic.		
kAhala	kAhala	iic.		
safkulam	safkula	n. sg. nom.		
xivya	xivya	iic.		
ambarAH	ambara	f. pl. nom.		
cAru	cAru	iic.		
rUpAH	rUpa	f. pl. nom.		
mawwa	mawwa	iic.	max	pp.
manmaWa	manmaWa	iic.		
vihvalAH	vihvala	f. pl. nom.		
sixXi	sixXi	iic.		
karam	kara	n. sg. acc.		
sixXi	sixXi	iic.		
praxAni	praxa	n. pl. nom.		
lawA	lawA	iic.		
pARANa	pARANa	iic.		
pAxapAH	pAxapa	m. pl. nom.		
mqwwikA	mqwwikA	iic.		
kanxa	kanxa	iic.		
woyAni	woya	n. pl. nom.		
pawra	pawwra	iic.		
puRpa	puRpa	iic.		
PalAni	Pala	n. pl. nom.		
sura	sura	iic.		
seviwam	seviwa	m. sg. acc.	sev	pp.
jAnu	jAnu	iic.		
xaGnam	xaGna	n. sg. acc.		
rocana	rocana	iic.		
praBA	praBA	f. sg. nom.		
wapwa	wapwa	iic.	wap	pp.
kuNdam	kuNda	n. sg. nom.		
nIla	nIla	iic.		
jalam	jala	n. sg. nom.		
xivya	xivya	iic.		
sixXi	sixXi	iic.		
praxAyakam	praxAyaka	n. sg. nom.		
sWUla	sWUla	iic.		
mInAH	mIna	m. pl. nom.		
Amra	Amra	iic.		
Pala	Pala	iic.		
AkArAn	AkAra	m. pl. acc.		
jvalana	jvalana	iic.		
praBAn	praBA	m. pl. acc.		
mAsa	mAsa	iic.		
mAwram	mAwra	n. sg. acc.		
xivya	xivya	iic.		
wanuH	wanu	m. sg. nom.		
jAnu	jAnu	iic.		
mAwram	mAwra	n. sg. acc.		
sarpa	sarpa	iic.		
PaNa	PaNa	iic.		
upamAH	upama	m. pl. nom.		
wAla	wAla	iic.		
Pala	Pala	iic.		
upamAH	upama	m. pl. nom.		
waw	wax	iic.		
pawwram	pawwra	n. sg. acc.		
ciFcA	ciFcA	iic.		
aXaH	aXas	adv.		
snAna	snAna	iic.		
anwe	anwa	m. sg. loc.		
haswa	haswa	iic.		
mAwram	mAwra	n. sg. acc.		
PaNa	PaNa	iic.		
AkArAH	AkAra	m. pl. nom.		
sparSa	sparSa	iic.		
saFjFAH	saFjFA	m. pl. nom.		
mUrcCA	mUrCA	iic.		
anwe	anwa	m. sg. loc.		
aneka	aneka	iic.		
ruciram	rucira	n. sg. acc.		
prawyaya	prawyaya	iic.		
kArakam	kAraka	n. sg. acc.		
kaxalI	kaxala	iic.		
kAnanam	kAnana	n. sg. nom.		
paFca	paFcan	iic.		
yojanam	yojana	n. sg. nom.		
vixyA	vixyA	iic.		
vAk	vAc	iic.		
ISvara	ISvara	iic.		
aXipawaye	aXipawi	m. sg. dat.		
kanxa	kanxa	iic.		
mUla	mUla	iic.		
aSanaH	aSana	m. sg. nom.		
nava	navan	iic.		
Sawam	Sawa	n. sg. nom.		
waw	wax	iic.		
samam	sama	n. sg. nom.		
waw	wax	iic.		
puRpa	puRpa	iic.		
AGrANa	AGrANa	iic.		
mAwreNa	mAwra	n. sg. i.		
kRuw	kRuX	iic.		
pipAsA	pipAsA	f. sg. nom.		
vajra	vajra	iic.		
kAyaH	kAya	m. sg. nom.		
saraH	saras	iic.		
xakRiNa	xakRiNa	iic.		
xik	xiS	iic.		
BAge	BAga	m. sg. loc.		
yojana	yojana	iic.		
pAxakam	pAxaka	m. sg. acc.		
xAdimI	xAdima	iic.		
vqkRa	vqkRa	iic.		
safkulam	safkula	n. sg. nom.		
XAwrI	XAwrI	iic.		
PalEH	Pala	n. pl. i.		
waw	wax	iic.		
Palam	Pala	n. sg. acc.		
saMvarwaka	saMvarwaka	iic.		
wrayam	wraya	n. sg. acc.		
nanxana	nanxana	iic.		
vane	vana	n. sg. loc.		
nIla	nIla	iic.		
varNakam	varNaka	n. sg. nom.		
waw	wax	iic.		
anwe	anwa	m. sg. loc.		
waw	wax	iic.		
bIja	bIja	iic.		
samBavEH	samBava	n. pl. i.		
waw	wax	iic.		
paScime	paScima	m. sg. loc.		
waw	wax	iic.		
maXye	maXya	n. sg. loc.		
cApa	cApa	iic.		
paFcake	paFcaka	n. sg. loc.		
lAkRA	lAkRA	iic.		
samam	sama	m. sg. acc.		
waw	wax	iic.		
gajasya	gaja	m. sg. g.		
jAnu	jAnu	iic.		
xaGnAm	xaGna	f. sg. acc.		
jambU	jambu	iic.		
Pala	Pala	iic.		
ABAH	ABa	m. pl. nom.		
sparSa	sparSa	iic.		
saFjFAH	saFjFA	m. pl. nom.		
muxga	muxga	iic.		
ABAH	ABa	m. pl. nom.		
sparSa	sparSa	iic.		
saFjFaH	saFjFA	m. sg. nom.		
kUrma	kUrma	iic.		
upamam	upama	n. sg. nom.		
sparSa	sparSa	iic.		
saFjFam	saFjFA	n. sg. nom.		
aSva	aSva	iic.		
Amra	Amra	iic.		
kAka	kAka	iic.		
safkASAH	safkASa	m. pl. nom.		
sparSa	sparSa	iic.		
veXakAH	veXaka	m. pl. nom.		
yojana	yojana	iic.		
mAwre	mAwra	n. sg. loc.		
amara	amara	iic.		
ISvaraH	ISvara	m. sg. nom.		
kAFcana	kAFcana	iic.		
safkASA	safkASa	f. sg. nom.		
saMsparSa	saMsparSa	iic.		
mAwreNa	mAwra	n. sg. i.		
waw	wax	iic.		
maXye	maXya	n. sg. loc.		
muxga	muxga	iic.		
varNAH	varNa	m. pl. nom.		
sarva	sarva	iic.		
lohAnAm	loha	m. pl. g.		
kroSa	kroSa	iic.		
arXa	arXa	iic.		
mAwram	mAwra	n. sg. acc.		
rasa	rasa	iic.		
kuNdam	kuNda	n. sg. nom.		
SilA	SilA	iic.		
mayaH	maya	m. sg. nom.		
nIla	nIla	iic.		
varNaH	varNa	m. sg. nom.		
labXa	labXa	iic.	laB	pp.
jFAnaH	jFAna	m. sg. nom.		
yuga	yuga	iic.		
sahasrakam	sahasraka	n. sg. acc.		
mahA	mahaw	iic.		
parvawa	parvawa	iic.		
vAsinyE	vAsin	f. sg. dat.		
kanaka	kanaka	iic.		
kuNdalinyE	kuNdalin	f. sg. dat.		
suXA	suXA	iic.		
varRiNyE	varRin	f. sg. dat.		
mahA	mahaw	iic.		
mahiRa	mahiRa	iic.		
asura	asura	iic.		
marxinyE	marxin	f. sg. dat.		
waw	wax	iic.		
rajaH	rajas	iic.		
vaswram	vaswra	n. sg. nom.		
kRIra	kRIra	iic.		
mahA	mahaw	iic.		
uxaXO	uxaXi	m. sg. loc.		
japA	japA	iic.		
kusuma	kusuma	iic.		
safkASaH	safkASa	m. sg. nom.		
kqRNa	kqRNa	iic.		
varNaH	varNa	m. sg. nom.		
aXama	aXama	iic.		
aXamaH	aXama	m. sg. nom.		
Svewa	Svewa	iic.		
varNam	varNa	n. sg. nom.		
kuRTa	kuRTa	iic.		
Axi	Axi	iic.		
lepane	lepana	n. sg. loc.		
mAsa	mAsa	iic.		
prayogeNa	prayoga	m. sg. i.		
sarva	sarva	iic.		
vyAXi	vyAXi	iic.		
praSamanam	praSamana	n. sg. nom.		
mAsa	mAsa	iic.		
wrayAw	wraya	n. sg. abl.		
sarva	sarva	iic.		
gawaH	gawa	m. sg. nom.	gam	pp.
sawva	sawwva	iic.		
guNa	guNa	iic.		
ujjvalaH	ujjvala	m. sg. nom.		
viRa	viRa	iic.		
uwpawwim	uwpawwi	f. sg. acc.		
waw	wax	iic.		
Palam	Pala	n. sg. acc.		
mahA	mahaw	iic.		
bala	bala	iic.		
parAkramEH	parAkrama	m. pl. i.		
Xanvanwari	Xanvanwari	iic.		
BiRak	BiRaj	iic.		
varaH	vara	m. sg. nom.		
manxara	manxara	iic.		
BramaNa	BramaNa	iic.		
SrAnwa	SrAnwa	iic.	Sram	pp.
nAga	nAga	iic.		
rAja	rAjan	iic.		
muKAw	muKa	n. sg. abl.		
viRa	viRa	iic.		
KaNdeRu	KaNda	n. pl. loc.		
gawi	gawi	iic.		
BaFjanam	BaFjana	n. sg. nom.		
Rat	RaR	iic.		
mAsa	mAsa	iic.		
yogena	yoga	m. sg. i.		
jarA	jarA	iic.		
paliwa	paliwa	iic.		
KaNdanam	KaNdana	n. sg. nom.		
saMvawsara	saMvawsara	iic.		
upayogena	upayoga	m. sg. i.		
canxra	canxra	iic.		
arka	arka	iic.		
wArakam	wAraka	n. sg. acc.		
brahma	brahman	iic.		
bIja	bIja	iic.		
ja	ja	iic.		
wElasya	wEla	n. sg. g.		
waw	wax	iic.		
samam	sama	n. sg. acc.		
wEla	wEla	iic.		
upayogena	upayoga	m. sg. i.		
vajra	vajra	iic.		
xehaH	xeha	m. sg. nom.		
xivya	xivya	iic.		
xqRtiH	xqRti	m. sg. nom.		
waw	wax	iic.		
pAna	pAna	iic.		
mAwre	mAwra	n. sg. loc.		
Basma	Basman	iic.		
SAyinam	SAyin	m. sg. acc.		
mawwa	mawwa	iic.	max	pp.
mAwafga	mAwafga	iic.		
balavAn	balavaw	m. sg. nom.		
brahma	brahman	iic.		
xinam	xina	m. sg. acc.		
pAyasa	pAyasa	iic.		
ASI	ASin	m. sg. nom.		
wqRA	wqRA	iic.		
ArwaH	Arwa	m. sg. nom.		
brahma	brahman	iic.		
xinam	xina	n. sg. acc.		
eka	eka	iic.		
abxa	abxa	iic.		
yogena	yoga	m. sg. i.		
SuBaMyu	SuBaMyu	iic.		
xarSanaH	xarSana	m. sg. nom.		
wri	wri	iic.		
haswa	haswa	iic.		
SeRam	SeRa	m. sg. acc.		
waw	wax	iic.		
agre	agra	n. sg. loc.		
brahma	brahman	iic.		
yugam	yuga	n. sg. acc.		
suXA	suXA	iic.		
kumBa	kumBa	iic.		
vara	vara	iic.		
akRa	akRa	iic.		
srak	sraj	iic.		
jFAna	jFAna	iic.		
muxrAm	muxrA	f. sg. acc.		
kara	kara	iic.		
ambujEH	ambuja	m. pl. i.		
Rat	RaR	iic.		
mAsAw	mAsa	m. sg. abl.		
mawwa	mawwa	iic.	max	pp.
nAga	nAga	iic.		
balaH	bala	m. sg. nom.		
xarpa	xarpa	iic.		
vigrahaH	vigraha	m. sg. nom.		
SiKA	SiKA	iic.		
banXana	banXana	iic.		
manwraH	manwra	m. sg. nom.		
sixXi	sixXi	iic.		
xA	xa	f. sg. nom.		
sarva	sarva	iic.		
kuRTa	kuRTa	iic.		
apahAriNI	apahArin	f. sg. nom.		
waw	wax	iic.		
kRaNAw	kRaNa	m. sg. abl.		
wri	wri	iic.		
xinam	xina	n. sg. acc.		
qwu	qwu	iic.		
kAle	kAla	m. sg. loc.		
puwra	puwra	iic.		
praxAyakam	praxAyaka	m. sg. acc.		
komala	komala	iic.		
bIjAnAm	bIja	n. pl. g.		
garBa	garBa	iic.		
praxam	praxa	n. sg. nom.		
pala	pala	iic.		
xvayena	xvaya	n. sg. i.		
Rat	RaR	iic.		
mAsAw	mAsa	m. sg. abl.		
sarva	sarva	iic.		
vyAXIn	vyAXi	m. pl. acc.		
brahma	brahman	iic.		
xina	xina	iic.		
wrayam	wraya	n. sg. acc.		
grahaNa	grahaNa	iic.		
manwraH	manwra	m. sg. nom.		
BakRaNa	BakRaNa	iic.		
manwraH	manwra	m. sg. nom.		
vajra	vajra	iic.		
kAyaH	kAya	m. sg. nom.		
nirguNdI	nirguNdI	iic.		
kalpam	kalpa	m. sg. acc.		
varRa	varRa	iic.		
paryanwam	paryanwa	m. sg. acc.		
nirguNdI	nirguNdI	iic.		
pawra	pawwra	iic.		
ja	ja	iic.		
xrAvam	xrAva	m. sg. acc.		
mqxu	mqxu	iic.		
agninA	agni	m. sg. i.		
kRaya	kRaya	iic.		
kuRTa	kuRTa	iic.		
Axi	Axi	iic.		
rogAH	roga	m. pl. nom.		
muni	muni	iic.		
vAsarAw	vAsara	m. sg. abl.		
mAsa	mAsa	iic.		
wraye	wraya	n. sg. loc.		
varRa	varRa	iic.		
Sawa	Sawa	iic.		
wrayam	wraya	n. sg. acc.		
niRka	niRka	iic.		
Axi	Axi	iic.		
pala	pala	iic.		
paryanwam	paryanwa	n. sg. nom.		
wri	wri	iic.		
mAsena	mAsa	m. sg. i.		
BakRaNa	BakRaNa	iic.		
manwraH	manwra	m. sg. nom.		
xivya	xivya	iic.		
xehaH	xeha	m. sg. nom.		
brahma	brahman	iic.		
xina	xina	iic.		
wrayam	wraya	n. sg. acc.		
mAsa	mAsa	iic.		
Ratka	Ratka	iic.		
prayogeNa	prayoga	m. sg. i.		
xivya	xivya	iic.		
xehaH	xeha	m. sg. nom.		
xvi	xvi	iic.		
karRa	karRa	iic.		
mAwrA	mAwra	f. sg. nom.		
karRa	karRa	iic.		
mAwrA	mAwra	f. sg. nom.		
SuxXa	SuxXa	iic.	SuX	pp.
xeSe	xeSa	m. sg. loc.		
puNya	puNya	iic.		
xine	xina	n. sg. loc.		
canxra	canxra	iic.		
sUryayoH	sUrya	m. du. g.		
vAcaspawi	vAcaspawi	iic.		
samaH	sama	m. sg. nom.		
purANa	purANa	iic.		
Agama	Agama	iic.		
SAswra	SAswra	iic.		
viw	vix	m. sg. nom.		
kRIra	kRIra	iic.		
anware	anwara	n. sg. loc.		
agni	agni	iic.		
cUrNam	cUrNa	n. sg. acc.		
Rat	RaR	iic.		
mAsAw	mAsa	m. sg. abl.		
saMvawsara	saMvawsara	iic.		
prayogeNa	prayoga	m. sg. i.		
varRa	varRa	iic.		
Sawa	Sawa	iic.		
wrayam	wraya	n. sg. acc.		
waw	wax	iic.		
sevakasya	sevaka	m. sg. g.		
Rat	RaR	iic.		
mAsAw	mAsa	m. sg. abl.		
yoRiw	yoRiw	iic.		
Sawa	Sawa	iic.		
rawaH	rawa	m. sg. nom.	ram	pp.
grahaNa	grahaNa	iic.		
manwraH	manwra	m. sg. nom.		
BakRaNa	BakRaNa	iic.		
manwraH	manwra	m. sg. nom.		
gqXra	gqXra	iic.		
xqRtiH	xqRti	m. sg. nom.		
mahA	mahaw	iic.		
balaH	bala	m. sg. nom.		
mqxu	mqxu	iic.		
agninA	agni	m. sg. i.		
kRIra	kRIra	iic.		
AhAraH	AhAra	m. sg. nom.		
jiwa	jiwa	iic.	ji	pp.
inxriyaH	inxriya	m. sg. nom.		
varRa	varRa	iic.		
upayogena	upayoga	m. sg. i.		
xvi	xvi	iic.		
Sawa	Sawa	iic.		
vawsaram	vawsara	m. sg. acc.		
varRa	varRa	iic.		
Sawa	Sawa	iic.		
xvayam	xvaya	n. sg. acc.		
Sawa	Sawa	iic.		
swrI	swrI	iic.		
gamane	gamana	n. sg. loc.		
Rat	RaR	iic.		
mAsAw	mAsa	m. sg. abl.		
sarva	sarva	iic.		
roga	roga	iic.		
Gnam	Gna	n. sg. nom.		
xeha	xeha	iic.		
sixXi	sixXi	iic.		
xam	xa	n. sg. nom.		
saMvawsara	saMvawsara	iic.		
prayogeNa	prayoga	m. sg. i.		
wri	wri	iic.		
Sawa	Sawa	iic.		
AyuH	Ayus	m. sg. nom.		
bahu	bahu	iic.		
prawAnA	prawAna	f. sg. nom.		
svarNa	svarNa	iic.		
ABA	ABa	f. sg. nom.		
Pala	Pala	iic.		
bIjA	bIja	f. sg. nom.		
SuBa	SuBa	iic.		
praxA	praxa	f. sg. nom.		
Sukla	Sukla	iic.		
pakRe	pakRa	m. sg. loc.		
SuBa	SuBa	iic.		
qkRe	qkRa	m. sg. loc.		
SuBa	SuBa	iic.		
vAsare	vAsara	m. sg. loc.		
SuxXa	SuxXa	iic.	SuX	pp.
koRTaH	koRTa	m. sg. nom.		
SuBa	SuBa	iic.		
xine	xina	n. sg. loc.		
kqwa	kqwa	iic.	kq	pp.
xeva	xeva	iic.		
xvija	xvija	iic.		
arcanaH	arcana	m. sg. nom.		
labXa	labXa	iic.	laB	pp.
saFjFaH	saFjFA	m. sg. nom.		
labXa	labXa	iic.	laB	pp.
saFjFaH	saFjFA	m. sg. nom.		
sUrya	sUrya	iic.		
samaH	sama	m. sg. nom.		
manwra	manwra	iic.		
SAswra	SAswra	iic.		
viw	vix	m. sg. nom.		
ganXarva	ganXarva	iic.		
uraga	uraga	iic.		
rakRoBiH	rakRas	n. pl. i.		
wEla	wEla	iic.		
sevakaH	sevaka	m. sg. nom.		
xaSa	xaSan	iic.		
brahma	brahman	iic.		
xinam	xina	n. sg. acc.		
sarva	sarva	iic.		
loka	loka	iic.		
gawO	gawi	f. sg. loc.		
brahma	brahman	iic.		
viRNu	viRNu	iic.		
inxra	inxra	iic.		
canxrANAm	canxra	m. pl. g.		
suKa	suKa	iic.		
sevyam	sevya	n. sg. acc.	sev	pfp. [1]
suKa	suKa	iic.		
karam	kara	n. sg. acc.		
jFAna	jFAna	iic.		
xam	xa	n. sg. acc.		
Bukwi	Bukwi	iic.		
xam	xa	n. sg. acc.		
agnIRoma	agnIRoma	iic.		
Awmakam	Awmaka	n. sg. acc.		
kIxqk	kIxqS	iic.		
varNA	varNa	f. sg. nom.		
kiyaw	kiyaw	iic.		
BexA	Bexa	f. sg. nom.		
kIxqk	kIxqS	iic.		
rUpa	rUpa	iic.		
guNA	guNa	f. sg. nom.		
sWApana	sWApana	iic.		
manwraH	manwra	m. sg. nom.		
sevana	sevana	iic.		
manwraH	manwra	m. sg. nom.		
wanwu	wanwu	iic.		
banXana	banXana	iic.		
manwraH	manwra	m. sg. nom.		
agni	agni	iic.		
pAka	pAka	iic.		
manwraH	manwra	m. sg. nom.		
nivAwa	nivAwa	iic.		
manxire	manxira	n. sg. loc.		
kRIra	kRIra	iic.		
anna	anna	iic.		
ASI	ASin	m. sg. nom.		
jiwa	jiwa	iic.	ji	pp.
inxriyaH	inxriya	m. sg. nom.		
sUrya	sUrya	iic.		
pAka	pAka	iic.		
manwraH	manwra	m. sg. nom.		
canxra	canxra	iic.		
pAka	pAka	iic.		
manwraH	manwra	m. sg. nom.		
vahni	vahni	iic.		
pAkam	pAka	m. sg. acc.		
cawuH	cawur	iic.		
mAseRu	mAsa	m. pl. loc.		
ARADa	ARADa	iic.		
AxiRu	Axi	m. pl. loc.		
xeva	xeva	iic.		
saxqSaH	saxqSa	m. sg. nom.		
xeva	xeva	iic.		
xina	xina	iic.		
wrayam	wraya	n. sg. acc.		
arXa	arXa	iic.		
varRAw	varRa	m. sg. abl.		
sarva	sarva	iic.		
maXuram	maXura	n. sg. acc.		
paryAya	paryAya	iic.		
maxanaH	maxana	m. sg. nom.		
aneka	aneka	iic.		
yoRiw	yoRiw	iic.		
suKa	suKa	iic.		
praxaH	praxa	m. sg. nom.		
jayA	jayA	iic.		
kARTena	kARTa	n. sg. i.		
xanwa	xanwa	iic.		
xArDya	xArDya	iic.		
kqw	kqw	n. sg. nom.		
nAlikera	nAlikera	iic.		
Bava	Bava	iic.		
kRIre	kRIra	n. sg. loc.		
mqxu	mqxu	iic.		
agninA	agni	m. sg. i.		
manaH	manas	iic.		
sammohana	sammohana	iic.		
karAn	kara	m. pl. acc.		
kAnwA	kAnwA	iic.		
safgama	safgama	iic.		
sAXakAn	sAXaka	m. pl. acc.		
malla	malla	iic.		
safgare	safgara	m. sg. loc.		
mqxu	mqxu	iic.		
kalpaH	kalpa	m. sg. nom.		
svinna	svinna	iic.	svix	pp.
afgaH	afga	m. sg. nom.		
muxga	muxga	iic.		
yURam	yURa	n. sg. nom.		
swoka	swoka	iic.		
uRNa	uRNa	iic.		
lavaNa	lavaNa	iic.		
amlAm	amla	f. sg. acc.		
paFca	paFcan	iic.		
Sawam	Sawa	n. sg. acc.		
kAminI	kAminI	iic.		
keli	keli	iic.		
manmaWaH	manmaWa	m. sg. nom.		
asiwa	asiwa	iic.		
pakRa	pakRa	iic.		
Axi	Axi	n. sg. acc.		
apara	apara	iic.		
pakRake	pakRaka	m. sg. loc.		
ramBA	ramBA	iic.		
Akqwi	Akqwi	iic.		
kanxO	kanxa	m. du. nom.		
pAxapa	pAxapa	iic.		
agreRu	agra	n. pl. loc.		
xravya	xravya	iic.		
xeha	xeha	iic.		
upaxeSa	upaxeSa	iic.		
jFEH	jFa	m. pl. i.		
Aswika	Aswika	iic.		
buxXiBiH	buxXi	m. pl. i.		
japa	japa	iic.		
rawaH	rawa	m. sg. nom.	ram	pp.
sanXyA	sanXyA	iic.		
arcana	arcana	iic.		
paraH	para	m. sg. nom.		
Suka	Suka	iic.		
caFcu	caFcu	iic.		
niBa	niBa	iic.		
ujjvalAH	ujjvala	m. pl. nom.		
canxana	canxana	iic.		
uSIra	uSIra	iic.		
karpUrEH	karpUra	m. pl. i.		
lipwa	lipwa	iic.	lip	pp.
afgaH	afga	m. sg. nom.		
muxga	muxga	iic.		
XAwri	XAwrI	iic.		
jEH	ja	m. pl. i.		
xaSa	xaSan	iic.		
vAsaram	vAsara	n. sg. acc.		
gaja	gaja	iic.		
sahasrANAm	sahasra	m. pl. g.		
viRa	viRa	iic.		
agni	agni	iic.		
woya	woya	iic.		
Saswra	Saswra	iic.		
aswra	aswra	iic.		
mqga	mqga	iic.		
AxiByaH	Axi	m. pl. abl.		
BU	BU	iic.		
loka	loka	iic.		
gawi	gawi	iic.		
nirjaraH	nirjara	m. sg. nom.		
aNima	aNiman	iic.		
Axi	Axi	iic.		
aRta	aRtan	iic.		
sixXiH	sixXi	f. sg. nom.		
sarva	sarva	iic.		
vyAXi	vyAXi	iic.		
praSamanam	praSamana	n. sg. acc.		
cawvAriMSaw	cawvAriMSaw	iic.		
palam	pala	n. sg. nom.		
xvi	xvi	iic.		
mAsam	mAsa	m. sg. acc.		
XAnya	XAnya	iic.		
rASi	rASi	iic.		
gam	ga	n. sg. nom.		
xivya	xivya	iic.		
xqRtiH	xqRti	m. sg. nom.		
meXA	meXA	iic.		
bala	bala	iic.		
mahA	mahaw	iic.		
xyuwiH	xyuwi	m. sg. nom.		
xvi	xvi	iic.		
Sawa	Sawa	iic.		
varRam	varRa	n. sg. acc.		
gqXra	gqXra	iic.		
locanaH	locana	m. sg. nom.		
Rat	RaR	iic.		
mAsAw	mAsa	m. sg. abl.		
waw	wax	iic.		
sixXam	sixXa	n. sg. acc.	siX	pp.
sarva	sarva	iic.		
AmayAn	Amaya	m. pl. acc.		
Rat	RaR	iic.		
mAsAw	mAsa	m. sg. abl.		
SAraxA	SAraxA	iic.		
manwrEH	manwra	m. pl. i.		
waw	wax	iic.		
rasEH	rasa	m. pl. i.		
eka	eka	iic.		
sUwreNa	sUwra	n. sg. i.		
lifga	lifga	iic.		
afkola	afkola	iic.		
GatAn	Gata	m. pl. acc.		
xina	xina	iic.		
paFcakam	paFcaka	n. sg. acc.		
sahasra	sahasra	iic.		
AyuH	Ayus	m. sg. nom.		
brahma	brahman	iic.		
xinam	xina	m. sg. acc.		
wri	wri	iic.		
abxAw	abxa	m. sg. abl.		
vAyu	vAyu	iic.		
vegaH	vega	m. sg. nom.		
mahA	mahaw	iic.		
balaH	bala	m. sg. nom.		
wEla	wEla	iic.		
pramANam	pramANa	n. sg. nom.		
Sawa	Sawa	iic.		
wrayam	wraya	n. sg. acc.		
sahasra	sahasra	iic.		
AyuH	Ayus	m. sg. nom.		
sixXi	sixXi	iic.		
kAfkRiBiH	kAfkRin	m. pl. i.		
yoRiw	yoRiw	iic.		
Sawam	Sawa	n. sg. acc.		
xivya	xivya	iic.		
vigrahaH	vigraha	m. sg. nom.		
xivya	xivya	iic.		
vigrahaH	vigraha	m. sg. nom.		
mqxu	mqxu	iic.		
agninA	agni	m. sg. i.		
kaxalI	kaxala	iic.		
kanxa	kanxa	iic.		
cUrNam	cUrNa	n. sg. nom.		
sinxUra	sinxUra	iic.		
afgArakO	afgAraka	m. du. nom.		
xina	xina	iic.		
eka	eka	iic.		
lepanAw	lepana	n. sg. abl.		
sama	sama	iic.		
aMSam	aMSa	n. sg. nom.		
loha	loha	iic.		
cUrNam	cUrNa	n. sg. nom.		
keSa	keSa	iic.		
raFjanam	raFjana	n. sg. nom.		
xina	xina	iic.		
wrayam	wraya	n. sg. acc.		
waw	wax	iic.		
lepAw	lepa	m. sg. abl.		
Bramara	Bramara	iic.		
upamAH	upama	m. pl. nom.		
mqxu	mqxu	iic.		
agninA	agni	m. sg. i.		
wEla	wEla	iic.		
SeRam	SeRa	n. sg. nom.		
kapAla	kapAla	iic.		
raFjanam	raFjana	n. sg. acc.		
kRIra	kRIra	iic.		
ASI	ASin	m. sg. nom.		
sapwa	sapwan	iic.		
xinam	xina	n. sg. acc.		
Bramara	Bramara	iic.		
safkASAH	safkASa	m. pl. nom.		
amBoja	amBoja	iic.		
mUlam	mUla	n. sg. acc.		
sama	sama	iic.		
aMSakam	aMSaka	n. sg. acc.		
sixXi	sixXi	iic.		
xam	xa	n. sg. nom.		
Rat	RaR	iic.		
mAsAw	mAsa	m. sg. abl.		
Bramara	Bramara	iic.		
upamAH	upama	m. pl. nom.		
sarva	sarva	iic.		
samam	sama	n. sg. nom.		
loha	loha	iic.		
BAjane	BAjana	n. sg. loc.		
sarva	sarva	iic.		
sAXAraNam	sAXAraNa	n. sg. nom.		
wapa	wapa	iic.		
vane	vana	n. sg. loc.		
