mawafga	iic.		
vApI	f. sg. loc.		
sariw	iic.		
vara	f. pl. loc.		
piwq	iic.		
gIwa	f. pl. nom.	gA	pp.
muKa	iic.		
pucCa	iic.		
pAxa	iic.		
Sqfga	iic.		
Sukla	m. sg. acc.		
vaswra	iic.		
yuga	n. sg. acc.		
suvarNa	iic.		
nABi	f. sg. acc.		
cawur	iic.		
anwa	f. sg. nom.		
sarva	iic.		
xeva	m. pl. g.		
vAsas	iic.		
yuga	n. sg. acc.		
jala	iic.		
praxa	m. sg. nom.		
sewu	iic.		
kqw	m. sg. nom.		
puRpa	iic.		
praxAna	n. sg. i.		
anna	iic.		
praxAna	n. sg. i.		
sarva	iic.		
xAna	iic.		
aXika	n. sg. nom.		
aBaya	iic.		
praxAna	n. sg. nom.		
BUmi	iic.		
xAna	n. sg. i.		
Sawa	iic.		
Xenu	iic.		
praxa	m. sg. nom.		
brahman	iic.		
loka	m. pl. acc.		
aSva	iic.		
xa	m. sg. nom.		
sUrya	iic.		
sAlokya	n. sg. acc.		
vAsas	iic.		
xa	m. sg. nom.		
canxra	iic.		
sAlokya	n. sg. acc.		
suvarNa	iic.		
xAna	n. sg. i.		
agni	iic.		
sAlokya	n. sg. acc.		
ORaXa	iic.		
praxAna	n. sg. i.		
lavaNa	iic.		
xAna	n. sg. i.		
XAnya	iic.		
praxAna	n. sg. i.		
sasya	iic.		
praxAna	n. sg. i.		
anna	iic.		
xa	m. sg. nom.		
XAnya	iic.		
praxAna	n. sg. i.		
wila	iic.		
praxa	m. sg. nom.		
inXana	iic.		
praxAna	n. sg. i.		
xIpwa	iic.	xIp	pp.
agni	m. sg. nom.		
sarva	iic.		
jaya	m. sg. acc.		
Asana	iic.		
praxAna	n. sg. i.		
Cawwra	iic.		
praxAna	n. sg. i.		
vAswu	iic.		
praxAna	n. sg. i.		
nagara	iic.		
AXipawya	n. sg. acc.		
xuhiwq	iic.		
jAmAwq	m. pl. nom.		
apawya	iic.		
xarSana	n. sg. loc.		
carman	iic.		
cIra	iic.		
vAsas	m. sg. nom.		
jatA	iic.		
SmaSru	iic.		
loman	iic.		
naKa	m. pl. acc.		
AkASa	iic.		
SAyin	m. sg. nom.		
Arxra	iic.		
vAsas	m. sg. nom.		
nakwa	iic.		
ASin	m. sg. nom.		
puRpa	iic.		
ASin	m. sg. nom.		
Pala	iic.		
ASin	m. sg. nom.		
SAka	iic.		
ASin	m. sg. nom.		
parNa	iic.		
ASin	m. sg. nom.		
wapas	iic.		
maXya	n. sg. nom.		
wapas	iic.		
anwa	n. sg. nom.		
mqx	iic.		
maya	n. sg. loc.		
xAru	iic.		
pAwra	n. sg. loc.		
alAbu	iic.		
pAwra	n. sg. loc.		
sawya	iic.		
pUwa	n. sg. acc.	pU	pp.
rUpa	iic.		
viparyaya	m. sg. acc.		
niwya	iic.		
anXakAra	m. sg. loc.		
aneka	iic.		
kleSa	m. sg. acc.		
mala	iic.		
Ayawana	n. sg. acc.		
kAma	iic.		
kroXa	iic.		
loBa	iic.		
moha	iic.		
maxa	iic.		
mAwsarya	iic.		
sWAna	n. sg. acc.		
pANi	iic.		
pAxa	iic.		
SalAkA	f. pl. nom.		
jAnu	iic.		
kapola	m. du. loc.		
Uru	iic.		
aMsa	m. du. loc.		
wax	iic.		
mUla	n. du. nom.		
lakRa	iic.		
wraya	n. sg. nom.		
SmaSru	iic.		
keSa	iic.		
kUpa	m. pl. g.		
sapwan	iic.		
uwwara	n. sg. nom.		
marman	iic.		
Sawa	n. sg. nom.		
sanXi	iic.		
Sawa	n. du. nom.		
Sabxa	iic.		
sparSa	iic.		
rUpa	iic.		
rasa	iic.		
ganXa	m. pl. nom.		
prajA	iic.		
Xara	m. sg. voc.		
yajFa	iic.		
BAga	iic.		
hara	m. sg. voc.		
BUwi	iic.		
kAma	m. pl. i.		
asqj	iic.		
XArA	iic.		
wuRAra	m. pl. i.		
SUla	iic.		
prowa	m. sg. g.		
Siva	iic.		
loka	m. sg. acc.		
guNa	iic.		
xoRa	m. du. nom.		
vESya	iic.		
SUxra	m. du. g.		
pUrva	iic.		
ukwa	iic.	vac	pp.
xoRa	iic.		
SUnya	f. sg. acc.		
pUrva	iic.		
ukwa	iic.	vac	pp.
guNa	iic.		
yukwa	m. sg. dat.	yuj	pp.
kula	iic.		
Axi	m. pl. i.		
mAnuRa	iic.		
Sabxa	m. sg. nom.		
Asura	iic.		
para	m. sg. nom.		
kRiwi	iic.		
aXikAra	iic.		
kraya	iic.		
xarSana	iic.		
arWa	m. sg. acc.		
Sruwi	iic.		
upanyAsa	m. sg. nom.		
apawya	iic.		
vikrayin	m. sg. nom.		
xuhiwq	iic.		
vikraya	m. sg. acc.		
Sulka	iic.		
saFjFA	n. sg. i.		
xuhiwq	iic.		
vikraya	m. sg. acc.		
kaSyapa	iic.		
Axi	m. pl. i.		
kanyA	iic.		
arWa	m. sg. acc.		
mUla	iic.		
grahaNa	n. sg. i.		
sva	iic.		
Awman	iic.		
vikrayin	m. pl. nom.		
mahaw	iic.		
kilbiRa	iic.		
kAraka	m. pl. nom.		
anyonya	iic.		
saMyoga	m. sg. nom.		
anyonya	iic.		
saMyoga	m. sg. nom.		
kanyA	iic.		
vara	m. du. g.		
samaya	iic.		
pUrvaka	m. sg. nom.		
gAnXarva	iic.		
vivAha	m. sg. nom.		
prIwi	iic.		
hewu	m. sg. nom.		
kanyA	iic.		
banXu	m. pl. abl.		
rAjan	iic.		
ASraya	m. sg. i.		
vaXa	iic.		
xaNda	iic.		
aBiGAwa	iic.		
Baya	iic.		
viSeRa	m. sg. abl.		
kRAwra	iic.		
Sabxa	m. sg. nom.		
rAkRasa	iic.		
para	m. sg. nom.		
kara	iic.		
Anana	m. sg. g.		
kroXa	iic.		
para	m. sg. nom.		
sarva	iic.		
Awmaka	n. sg. acc.		
yajFa	iic.		
maya	n. sg. acc.		
Xarma	iic.		
wawwva	iic.		
arWa	iic.		
kAfkRin	m. pl. nom.		
qRi	iic.		
saBA	iic.		
maXya	n. sg. loc.		
Sakwi	iic.		
puwra	m. sg. acc.		
kalpa	iic.		
anwara	n. sg. loc.		
eka	iic.		
mAsa	m. sg. i.		
sevA	iic.		
xAna	n. sg. nom.		
yuga	iic.		
rUpa	m. pl. nom.		
cAwurvarNya	iic.		
samAcAra	m. sg. acc.		
qRi	iic.		
pufgava	m. pl. nom.		
sanXyA	iic.		
snAna	n. sg. nom.		
xevawA	iic.		
awiWi	iic.		
pUjana	n. sg. nom.		
anna	iic.		
xAna	n. sg. i.		
priya	iic.		
praSna	iic.		
uwwara	n. sg. i.		
Bagna	iic.	BaFj	pp.
ASA	m. sg. nom.		
vipra	iic.		
Gna	m. sg. nom.		
piwq	iic.		
GAwaka	m. sg. nom.		
afgAra	iic.		
kAraka	m. sg. nom.		
xvija	iic.		
SuSrURA	f. sg. nom.		
SUxra	iic.		
jAwi	f. pl. g.		
agamyA	iic.		
gamana	n. sg. acc.		
wax	iic.		
kRaNa	m. sg. abl.		
wax	iic.		
mahaw	iic.		
xoRa	m. sg. acc.		
parASara	iic.		
vacas	n. sg. nom.		
afga	iic.		
SuxXi	f. sg. nom.		
cawurWa	iic.		
puruRa	m. sg. i.		
Awman	iic.		
vaMSa	iic.		
ja	m. sg. nom.		
Bqgu	iic.		
agni	iic.		
maraNa	n. sg. loc.		
xeSa	iic.		
anwara	iic.		
mqwa	m. sg. loc.	mq	pp.
yoga	iic.		
yukwa	m. sg. nom.	yuj	pp.
Cexa	iic.		
kRawa	n. sg. nom.	kRan	pp.
Sara	iic.		
muxgara	iic.		
yaRti	f. pl. i.		
yajFa	iic.		
safGa	m. pl. i.		
svarga	iic.		
eRin	m. pl. nom.		
RaR	iic.		
pala	n. sg. acc.		
wri	iic.		
pala	n. sg. acc.		
karman	iic.		
cANdAla	m. sg. nom.		
Xarma	iic.		
parAfmuKa	m. sg. nom.		
para	iic.		
swrI	f. sg. g.		
kuNda	iic.		
golaka	m. du. nom.		
xAwq	iic.		
yAjaka	iic.		
paFcama	m. pl. nom.		
kubja	iic.		
vAmana	iic.		
RaNDa	m. pl. loc.		
gqXra	iic.		
Syena	iic.		
SaSAxa	m. pl. g.		
kAraNdava	iic.		
cakora	m. pl. g.		
pifgalA	iic.		
kurara	m. sg. g.		
BeruNda	iic.		
cARa	iic.		
BAsa	m. pl. acc.		
pArAvawa	iic.		
kapiFjala	m. du. acc.		
mahiRa	iic.		
uRtra	iic.		
nipAwana	n. sg. loc.		
vana	iic.		
cArin	m. pl. g.		
jala	iic.		
SOca	n. sg. i.		
BUmi	iic.		
xoRa	m. sg. nom.		
japa	iic.		
Cixra	n. sg. nom.		
wapa	iic.		
Cixra	n. sg. nom.		
yajFa	iic.		
karman	n. sg. loc.		
wIrWa	iic.		
BUwa	m. pl. nom.	BU	pp.
sarva	iic.		
xeva	iic.		
maya	m. sg. nom.		
wax	iic.		
vacana	n. sg. nom.		
xroNa	iic.		
ADaka	m. sg. g.		
Sruwi	iic.		
smqwi	iic.		
vix	m. pl. nom.		
aRtan	iic.		
varRa	f. sg. nom.		
navan	iic.		
varRa	f. sg. nom.		
arXa	iic.		
kqcCra	n. sg. acc.		
pAxa	iic.		
hIna	m. sg. acc.	hA	pp.
xEva	iic.		
piwrya	iic.		
Axi	n. sg. acc.		
muFja	iic.		
upaskara	iic.		
SUrpa	m. pl. g.		
Pala	iic.		
carman	m. pl. g.		
mArjAra	iic.		
makRikA	iic.		
kIta	iic.		
pawafga	iic.		
kqmi	iic.		
xarxura	m. pl. nom.		
mAruwa	iic.		
arka	m. sg. i.		
Awman	iic.		
vixyA	m. pl. g.		
yajFa	iic.		
yAjin	m. pl. g.		
kARTa	iic.		
maya	m. sg. nom.		
carman	iic.		
maya	m. sg. nom.		
grAma	iic.		
sWAna	n. sg. nom.		
paFcan	iic.		
yajFa	iic.		
rawa	m. pl. nom.	ram	pp.
eka	iic.		
pAxa	m. sg. acc.		
kaNTa	iic.		
ABaraNa	iic.		
BURaNa	n. pl. i.		
vaswra	iic.		
yuga	n. sg. acc.		
xvi	iic.		
pAxa	m. sg. loc.		
kAMsya	iic.		
BAjana	n. sg. acc.		
Sqfga	iic.		
Bafga	m. sg. loc.		
newra	iic.		
GAwana	n. sg. loc.		
wri	iic.		
pAxa	m. sg. acc.		
vraNa	iic.		
Bafga	m. sg. loc.		
sneha	iic.		
aByafga	m. sg. nom.		
afkana	iic.		
lakRman	n. du. i.		
kUpa	iic.		
safkata	n. sg. loc.		
vyAXi	iic.		
graswa	m. sg. nom.	gras	pp.
sarva	iic.		
SAswra	n. pl. acc.		
keSa	iic.		
vapana	n. sg. nom.		
Sayana	iic.		
aSana	n. sg. nom.		
BAva	iic.		
xoRa	m. sg. i.		
pApa	iic.		
kArin	f. sg. acc.		
kqcCra	iic.		
arXa	n. sg. acc.		
pawi	iic.		
mAwq	iic.		
gqha	n. sg. nom.		
snAna	iic.		
sanXyA	iic.		
arcana	iic.		
Axi	n. pl. i.		
japa	iic.		
homa	iic.		
xayA	iic.		
xAna	n. pl. i.		
brAhmaNa	iic.		
Axi	m. pl. nom.		
Svewa	iic.		
laSuna	n. sg. acc.		
vqnwAka	iic.		
Pala	iic.		
gqFjana	n. du. acc.		
paFcan	iic.		
sahasra	n. sg. i.		
wri	iic.		
sahasra	n. sg. i.		
Apax	iic.		
kAla	m. pl. loc.		
SUxra	iic.		
gqha	n. sg. loc.		
eka	iic.		
pala	n. sg. acc.		
afguRTa	iic.		
arXa	n. sg. acc.		
yuga	iic.		
rUpa	m. pl. nom.		
BEkRya	iic.		
caryA	f. sg. nom.		
prAjApawya	iic.		
xvaya	n. sg. i.		
wIrWa	iic.		
aBigamana	n. sg. i.		
vqRa	iic.		
ekAxaSan	iic.		
xAna	n. sg. i.		
vAyu	iic.		
BUwa	m. pl. nom.	BU	pp.
wqRA	iic.		
Arwa	m. pl. nom.		
salila	iic.		
arWin	m. pl. nom.		
Kala	iic.		
yajFa	m. sg. loc.		
gafgA	iic.		
sama	n. sg. nom.		
rAhu	iic.		
graswa	m. sg. loc.	gras	pp.
mqwa	iic.	mq	pp.
sUwaka	iic.		
puRta	iic.	puR	pp.
afga	m. sg. nom.		
SUxra	iic.		
anna	iic.		
Bojana	m. sg. nom.		
SuBa	iic.		
kAraka	n. sg. nom.		
yuga	iic.		
xvaya	n. sg. nom.		
wri	iic.		
yuga	n. sg. nom.		
cawur	iic.		
yuga	n. sg. nom.		
jFAna	iic.		
xurbala	m. sg. nom.		
wapas	iic.		
vana	n. pl. loc.		
naxI	iic.		
prasravaNa	n. pl. loc.		
wax	iic.		
vivakRA	f. sg. i.		
karman	iic.		
AcAra	m. sg. acc.		
cawur	iic.		
varNa	m. pl. nom.		
sva	iic.		
vacana	iic.		
viroXa	m. sg. abl.		
kusIxa	iic.		
ninxA	iic.		
parawva	n. sg. abl.		
Apax	iic.		
wArawamya	n. sg. i.		
yAma	iic.		
xvaya	n. sg. acc.		
svAXyAya	iic.		
arWin	m. sg. nom.		
svAXyAya	iic.		
pravacana	iic.		
nirvAha	m. sg. dat.		
xravya	iic.		
arWin	m. sg. nom.		
Xarma	iic.		
arWa	m. sg. acc.		
wax	iic.		
sama	m. pl. nom.		
rasa	iic.		
vinimaya	m. sg. loc.		
anna	iic.		
vinimaya	m. sg. loc.		
vasiRTa	iic.		
vacana	iic.		
saMvAxa	m. sg. abl.		
Bojana	iic.		
aByaFjana	n. sg. abl.		
mqga	iic.		
vaXa	iic.		
AjIva	m. sg. nom.		
varRa	iic.		
sahasra	n. sg. acc.		
kqRi	iic.		
kAraka	m. sg. nom.		
wriMSaw	iic.		
BAga	m. sg. acc.		
xoRa	iic.		
BAj	m. sg. nom.		
gqhasWa	iic.		
praBava	m. pl. nom.		
gqhasWa	iic.		
praBava	m. pl. nom.		
gqhasWa	iic.		
upayogin	m. pl. nom.		
manwra	iic.		
varNa	m. sg. abl.		
bIja	iic.		
garBa	iic.		
samuxBava	n. sg. nom.		
mafgalya	iic.		
Axi	n. pl. nom.		
pUrva	iic.		
paxa	n. pl. nom.		
Sarman	iic.		
Axi	n. pl. nom.		
uwwara	iic.		
paxa	n. pl. nom.		
arXa	iic.		
mAsa	m. sg. loc.		
Sruwi	iic.		
xarSana	n. sg. abl.		
awri	iic.		
kASyapa	m. pl. g.		
maNdana	iic.		
arWa	m. sg. acc.		
kula	iic.		
Xarma	n. sg. acc.		
smqwi	iic.		
anwara	n. sg. nom.		
SUxra	iic.		
sama	m. sg. nom.		
upapAxa	iic.		
mUwra	iic.		
purIRa	m. sg. nom.		
garBa	iic.		
aRtama	m. sg. loc.		
bala	iic.		
arWin	m. sg. g.		
arWa	iic.		
arWin	m. sg. g.		
varNa	iic.		
wraya	n. sg. g.		
varNa	iic.		
vyavasWA	f. sg. i.		
kAla	iic.		
niyama	m. sg. acc.		
kArRNa	iic.		
Axi	n. pl. acc.		
SANa	iic.		
Axi	n. pl. nom.		
xaNda	iic.		
parimANa	n. sg. acc.		
mUrXan	iic.		
lalAta	iic.		
nAsA	iic.		
agra	iic.		
pramANa	m. pl. nom.		
xaNda	iic.		
lakRaNa	n. sg. acc.		
bilva	iic.		
aSvawWa	iic.		
Axi	iic.		
yajFiya	iic.		
vqkRa	m. sg. g.		
granWi	iic.		
niyama	m. sg. acc.		
niwya	iic.		
aBiprAya	n. sg. nom.		
kAma	iic.		
SravaNa	n. sg. abl.		
Ayus	iic.		
kAma	m. sg. g.		
samiX	iic.		
lakRaNa	n. sg. acc.		
BikRA	iic.		
caryA	iic.		
prakAra	m. sg. acc.		
sajAwIya	iic.		
gqha	n. pl. loc.		
Axi	iic.		
maXya	iic.		
avasAna	n. pl. loc.		
wax	iic.		
upanayana	iic.		
afga	iic.		
BikRA	iic.		
viRaya	n. sg. nom.		
xoRa	iic.		
SravaNa	n. sg. abl.		
manu	iic.		
yama	m. du. nom.		
upavAsa	iic.		
sama	f. sg. nom.		
xarBa	iic.		
muRti	m. sg. nom.		
guru	iic.		
gqha	n. sg. loc.		
kqwa	iic.	kq	pp.
upanayana	m. sg. nom.		
guru	iic.		
vqwwi	iic.		
prakAra	m. sg. acc.		
wri	iic.		
vexa	iic.		
grahaNa	iic.		
aBiprAya	n. sg. nom.		
cawurWa	iic.		
RaRTa	iic.		
aRtama	iic.		
kAla	iic.		
Bojin	m. sg. nom.		
guru	iic.		
aXIna	m. sg. nom.		
SiKA	iic.		
jatA	m. sg. nom.		
SarIra	iic.		
uparama	iic.		
anwa	m. sg. loc.		
Canxoga	iic.		
Sruwi	f. sg. nom.		
vixyA	iic.		
snAwaka	m. sg. nom.		
vrawa	iic.		
snAwaka	m. sg. nom.		
vixyA	iic.		
vrawa	iic.		
snAwaka	m. sg. nom.		
snAwaka	iic.		
prakaraNa	n. sg. nom.		
qkRa	iic.		
vqkRa	iic.		
naxI	iic.		
nAman	f. sg. acc.		
anwya	iic.		
parvawa	iic.		
nAmaka	f. sg. acc.		
agni	iic.		
varNa	f. sg. nom.		
mlecCa	iic.		
nAman	f. sg. nom.		
GarGara	iic.		
svara	f. sg. acc.		
kAka	iic.		
svara	f. sg. acc.		
manas	iic.		
cakRus	n. du. g.		
xeha	iic.		
avayava	m. du. nom.		
piNda	iic.		
nivqwwi	f. sg. nom.		
mAwq	iic.		
pakRa	m. sg. abl.		
piwq	iic.		
pakRa	m. sg. abl.		
vacana	iic.		
viroXa	m. sg. abl.		
marIci	iic.		
vacana	iic.		
viroXa	m. sg. abl.		
mAwq	iic.		
banXu	m. pl. abl.		
piwq	iic.		
mAwq	iic.		
bAnXava	m. pl. nom.		
smqwi	iic.		
anwara	n. sg. loc.		
mAwq	iic.		
grahaNa	n. sg. nom.		
piwq	iic.		
gowra	iic.		
sApiNdya	iic.		
niReXana	n. sg. i.		
mAwq	iic.		
gowra	iic.		
sApiNdya	iic.		
niReXa	iic.		
sixXi	f. sg. abl.		
brAhma	iic.		
Axi	m. pl. loc.		
Barwq	iic.		
gowra	m. sg. i.		
sApiNdya	iic.		
nivqwwi	f. sg. abl.		
niReXa	iic.		
vacana	n. pl. nom.		
piwq	iic.		
pawnI	f. pl. nom.		
wax	iic.		
BrAwq	m. pl. nom.		
wax	iic.		
BaginI	f. pl. nom.		
wax	iic.		
xuhiwq	f. pl. nom.		
safkara	iic.		
kArin	f. pl. nom.		
wax	iic.		
xuhiwq	f. sg. g.		
viXi	iic.		
niReXa	iic.		
parIkRaka	m. pl. i.		
wax	iic.		
vivAha	iic.		
karaNa	n. sg. abl.		
manwra	iic.		
varNa	m. sg. nom.		
xeSa	iic.		
prAmANya	n. sg. nom.		
uwwara	iic.		
xeSa	m. sg. loc.		
mAwula	iic.		
sambanXa	m. sg. acc.		
sva	iic.		
xeSa	m. sg. loc.		
sva	iic.		
xeSa	m. sg. loc.		
xeSa	iic.		
prAmANya	n. sg. abl.		
xeSa	iic.		
anwara	m. sg. loc.		
kAya	iic.		
parimANa	n. sg. i.		
wri	iic.		
aRtan	iic.		
varRa	m. sg. nom.		
aRtan	iic.		
varRa	f. sg. acc.		
wax	iic.		
sambanXa	m. sg. abl.		
eka	iic.		
xeSika	n. sg. acc.		
Xarma	iic.		
AXikArika	n. sg. acc.		
arWa	iic.		
AXikArika	n. sg. acc.		
prakaraNa	iic.		
aXikaraNa	iic.		
samuxxeSa	m. sg. nom.		
vixyA	iic.		
samuxxeSa	m. sg. nom.		
prIwi	iic.		
viSeRa	m. pl. nom.		
Alifgana	iic.		
vicAra	m. pl. nom.		
cumbana	iic.		
vikalpa	m. pl. nom.		
naKa	iic.		
raxana	iic.		
jAwi	f. pl. nom.		
saMveSana	iic.		
prakAra	m. pl. nom.		
prahaNana	iic.		
yoga	m. pl. nom.		
praNaya	iic.		
kalaha	m. sg. nom.		
varaNa	iic.		
viXAna	n. sg. nom.		
sambanXa	iic.		
nirNaya	m. sg. nom.		
kanyA	iic.		
viSramBaNa	n. sg. nom.		
vivAha	iic.		
yoga	m. sg. nom.		
pravAsa	iic.		
caryA	f. sg. nom.		
vyAvarwana	iic.		
kAraNa	n. pl. nom.		
paricaya	iic.		
kAraNa	n. pl. nom.		
BAva	iic.		
parIkRA	f. sg. nom.		
gamana	iic.		
kAraNa	n. pl. nom.		
kAnwA	iic.		
anuvarwana	n. sg. nom.		
arWa	iic.		
Agama	iic.		
upAya	m. pl. nom.		
lABa	iic.		
viSeRa	m. sg. nom.		
vqxXi	iic.		
viXi	m. pl. nom.		
upAya	iic.		
prawipawwi	f. sg. nom.		
Pala	iic.		
BUwa	m. pl. nom.	BU	pp.
Xarma	iic.		
arWa	m. du. g.		
prayoga	iic.		
grahaNa	n. sg. nom.		
sarva	iic.		
jana	iic.		
viRaya	m. sg. nom.		
viSvAsa	iic.		
prayoga	m. sg. abl.		
gaNikA	iic.		
Sabxa	m. sg. acc.		
jana	iic.		
saMsax	f. sg. loc.		
pawi	iic.		
viyoga	m. sg. loc.		
cAtu	iic.		
kAraka	m. sg. nom.		
yAwrA	iic.		
vaSa	m. sg. abl.		
ciwra	iic.		
Palaka	n. sg. nom.		
kuraNtaka	iic.		
mAlA	f. pl. nom.		
pUrvAhNa	iic.		
aparAhNa	m. du. loc.		
gaNa	iic.		
Xarma	m. sg. nom.		
kAvya	iic.		
samasyA	f. sg. nom.		
kalA	iic.		
samasyA	f. sg. nom.		
wax	iic.		
yoRiw	iic.		
miwra	m. pl. nom.		
suKa	iic.		
buxXi	f. sg. nom.		
surawa	iic.		
anwa	m. sg. loc.		
prIwi	iic.		
kAraNa	n. sg. loc.		
sapwan	iic.		
parNa	m. sg. nom.		
paFcan	iic.		
varNa	m. sg. nom.		
saFjFA	iic.		
arWa	m. sg. i.		
karman	iic.		
awixeSa	m. sg. nom.		
sWiwa	iic.	sWA	pp.
karman	n. sg. nom.		
rAga	iic.		
kAla	m. sg. loc.		
rAga	iic.		
yoga	m. sg. abl.		
Uru	iic.		
sanXi	iic.		
bAhu	iic.		
nABi	iic.		
mUla	n. du. loc.		
caNda	iic.		
vega	m. du. g.		
wax	iic.		
sAwmya	n. sg. abl.		
uwwara	iic.		
cumbiwa	n. sg. nom.	cumb	pp.
cumbana	iic.		
viSeRa	m. pl. nom.		
karman	iic.		
sahiRNu	n. pl. nom.		
vikalpa	iic.		
yojana	f. pl. loc.		
sva	iic.		
icCA	iic.		
pAwin	n. pl. nom.		
paraspara	iic.		
aBimuKa	m. du. nom.		
aXara	iic.		
maXya	n. sg. loc.		
swana	iic.		
pqRTa	n. sg. loc.		
mqxu	iic.		
BARin	f. pl. nom.		
paraspara	iic.		
AnukUlya	n. sg. i.		
karman	iic.		
yoga	m. sg. abl.		
mqga	iic.		
jAwi	f. pl. g.		
vAraNa	iic.		
arWa	m. pl. nom.		
mokRaNa	iic.		
arWa	m. pl. nom.		
arWa	iic.		
yoga	m. sg. abl.		
Sabxa	iic.		
anukaraNa	n. sg. nom.		
xeSa	iic.		
sAwmya	n. sg. nom.		
sva	iic.		
aBiprAya	m. sg. abl.		
vikalpa	iic.		
yojana	iic.		
arWin	f. sg. nom.		
nAyaka	iic.		
kuwUhala	n. sg. abl.		
hanu	iic.		
xeSa	m. sg. loc.		
afguli	iic.		
samputa	m. sg. i.		
praWama	iic.		
samAgama	m. sg. loc.		
yanwra	iic.		
yojana	n. sg. acc.		
swrI	iic.		
sAwmya	n. sg. abl.		
jaGana	iic.		
karman	n. sg. nom.		
swrI	iic.		
rUpin	f. sg. nom.		
Pala	iic.		
pAwa	m. sg. loc.		
swrI	iic.		
muKa	n. sg. nom.		
rawi	iic.		
safgama	m. sg. loc.		
rUDa	iic.	ruh	pp.
viSvAsa	m. pl. nom.		
paraspara	iic.		
parigraha	m. sg. acc.		
harmya	iic.		
wala	iic.		
sWiwa	m. du. g.	sWA	pp.
canxrikA	iic.		
sevana	iic.		
arWa	m. sg. acc.		
paraspara	iic.		
prIwi	iic.		
kara	m. pl. i.		
Awman	iic.		
BAva	iic.		
anuvarwana	n. pl. i.		
rAga	iic.		
lola	iic.		
Arxra	iic.		
nayana	n. pl. i.		
canxra	iic.		
maNdala	iic.		
vIkRaNa	n. pl. i.		
nAyaka	iic.		
vyalIka	n. sg. acc.		
praNaya	iic.		
kalaha	m. sg. nom.		
nakRawra	iic.		
AKyA	f. sg. acc.		
naxI	iic.		
nAman	f. sg. acc.		
vqkRa	iic.		
nAman	f. sg. acc.		
manas	iic.		
cakRus	n. du. g.		
praxAna	iic.		
niScaya	m. sg. abl.		
varaNa	iic.		
viXAna	n. sg. nom.		
AlApa	iic.		
yojana	n. sg. nom.		
anya	iic.		
apaxeSa	m. pl. nom.		
kaWA	iic.		
yojana	n. sg. nom.		
afka	iic.		
gawa	m. sg. g.	gam	pp.
BAva	iic.		
yukwa	m. sg. g.	yuj	pp.
anya	iic.		
apaxeSa	m. sg. i.		
apASraya	iic.		
arWa	m. sg. acc.		
wax	iic.		
gawa	m. sg. nom.	gam	pp.
samAna	iic.		
xeSa	iic.		
SayyA	f. sg. loc.		
kalA	iic.		
kOSala	iic.		
prakASana	n. sg. loc.		
Ociwya	iic.		
xarSana	n. sg. nom.		
vixeSa	iic.		
gawi	iic.		
SIla	m. sg. nom.		
Srowriya	iic.		
AgAra	n. sg. abl.		
vivAha	iic.		
yoga	m. pl. nom.		
sUwra	iic.		
karwana	n. sg. nom.		
Sikya	iic.		
rajju	iic.		
pASa	iic.		
valkala	iic.		
safgrahaNa	n. sg. nom.		
guru	iic.		
jana	iic.		
mUla	n. sg. loc.		
parijana	iic.		
varga	m. sg. loc.		
miwra	iic.		
varga	m. sg. loc.		
wax	iic.		
apawya	n. pl. acc.		
paWya	iic.		
xAna	n. sg. i.		
Binna	iic.	Bix	pp.
rahasya	f. sg. nom.		
kula	iic.		
ja	f. pl. loc.		
ABaraNa	iic.		
xAna	n. sg. nom.		
ukwa	iic.	vac	pp.
kakRa	n. pl. nom.		
vixiwa	iic.	vix	pp.
SOca	f. pl. abl.		
prawyakRa	iic.		
pUjana	n. pl. i.		
uxyAna	iic.		
gamana	n. pl. i.		
wax	iic.		
jFAwi	iic.		
pUjana	n. pl. i.		
vyAvarwana	iic.		
kAraNa	n. pl. nom.		
apawya	iic.		
apekRA	f. sg. nom.		
xuHKa	iic.		
aBiBava	m. sg. nom.		
Xarma	iic.		
apekRA	f. sg. nom.		
parihAra	iic.		
hIna	f. sg. nom.	hA	pp.
jFAwi	iic.		
kula	iic.		
niwya	f. sg. nom.		
bahu	iic.		
upaBoga	f. sg. nom.		
vyAvqwwi	iic.		
kAraNa	iic.		
ucCexin	m. sg. nom.		
pUga	iic.		
Pala	n. pl. nom.		
xqRta	iic.	xqS	pp.
saFcAra	m. sg. nom.		
wax	iic.		
Barwq	m. sg. nom.		
gOrava	iic.		
aBimAna	m. sg. abl.		
svinna	iic.	svix	pp.
kara	iic.		
caraNa	iic.		
afguli	f. sg. nom.		
svinna	iic.	svix	pp.
muKa	f. sg. nom.		
prIwi	iic.		
xAya	m. sg. acc.		
AkAra	iic.		
grahaNa	n. sg. nom.		
rAjan	iic.		
praNiXi	m. pl. acc.		
sva	iic.		
xAra	m. pl. acc.		
kAma	iic.		
para	f. pl. loc.		
viSvAsa	iic.		
yoga	m. sg. abl.		
guNa	iic.		
viparyaya	m. sg. loc.		
prIwi	iic.		
xAya	m. pl. i.		
wax	iic.		
apaxeSa	m. sg. acc.		
maxa	iic.		
svapna	iic.		
vyAXi	m. pl. loc.		
nAyaka	iic.		
karman	n. pl. g.		
samAna	iic.		
xoRa	m. sg. g.		
wax	iic.		
yukwa	m. pl. nom.	yuj	pp.
wax	iic.		
iRta	iic.	iR	pp.
rasa	iic.		
BAva	iic.		
SIla	iic.		
anuvarwana	n. sg. nom.		
SIGra	iic.		
Agamana	n. sg. dat.		
